corner	conf-8.mol2	conf-3.mol2	conf-30.mol2	conf-28.mol2	conf-5.mol2	conf-2.mol2	conf-1.mol2	conf-24.mol2	conf-19.mol2	conf-7.mol2	conf-41.mol2	conf-18.mol2	conf-31.mol2	conf-37.mol2	conf-42.mol2	conf-12.mol2	conf-34.mol2	conf-22.mol2	conf-39.mol2	tmp_ref.mol2	
conf-41.mol2	1.28792417049	2.23536896706	1.82914698124	1.70081281662	1.54238808155	2.16665959358	2.16139745712	1.40804684162	1.68596541882	0.970813572407	0.0	1.54059028625	1.74390101433	2.2030620575	2.04035377502	1.80178868771	0.913536071777	1.79550373554	1.33397042751	2.37047576904	
conf-18.mol2	0.868008553982	2.28073835373	1.90932798386	1.78982043266	1.55957210064	2.26324939728	2.31652021408	2.14929199219	1.90308654308	1.07315421104	1.54059028625	0.0	1.82440435886	1.65319895744	1.70285153389	1.81338465214	1.52471864223	1.52022957802	1.04759395123	1.85620617867	
conf-31.mol2	1.62907516956	1.64256203175	0.931463301182	0.956684887409	1.04473173618	1.67669272423	1.64512741566	2.24001073837	0.895296275616	1.55807495117	1.74390101433	1.82440435886	0.0	1.54733276367	1.56092393398	0.791511595249	1.65882050991	1.15585434437	1.55461227894	2.10007452965	
conf-37.mol2	1.62156295776	1.95565247536	1.3788459301	1.53572118282	1.48959219456	2.07872653008	2.17661476135	2.62687849998	1.65523970127	1.85729718208	2.2030620575	1.65319895744	1.54733276367	0.0	0.911915481091	1.73581206799	2.13097953796	1.57449233532	1.71146857738	2.0257153511	
conf-42.mol2	1.39069330692	2.1244020462	1.61916613579	1.56656122208	1.39817738533	2.08691930771	1.98598313332	2.48837924004	1.39148879051	1.6979341507	2.04035377502	1.70285153389	1.56092393398	0.911915481091	0.0	1.60991060734	2.14380764961	1.70981872082	1.95335936546	1.80311083794	
conf-12.mol2	1.76322364807	1.75090694427	1.12425792217	0.803843140602	1.0743612051	1.60023283958	1.59288609028	2.28397536278	0.819362640381	1.69910228252	1.80178868771	1.81338465214	0.791511595249	1.73581206799	1.60991060734	0.0	1.89348065853	0.890964746475	1.8141797781	2.12248730659	
conf-34.mol2	1.31864571571	2.23041963577	1.95600426197	1.84877586365	1.67405843735	2.23400783539	2.27642607689	1.67858207226	1.95914566517	0.998920321465	0.913536071777	1.52471864223	1.65882050991	2.13097953796	2.14380764961	1.89348065853	0.0	1.92238664627	1.05961728096	2.23015570641	
conf-22.mol2	1.69439315796	1.66929996014	1.02325630188	0.806322932243	1.03076660633	1.61589717865	1.75442838669	2.2916893959	1.11910414696	1.58941948414	1.79550373554	1.52022957802	1.15585434437	1.57449233532	1.70981872082	0.890964746475	1.92238664627	0.0	1.46804201603	2.15154218674	
conf-39.mol2	1.17732715607	2.03427481651	1.62284517288	1.64583516121	1.41420090199	2.13674116135	2.22925543785	1.99518728256	1.8150498867	0.902694344521	1.33397042751	1.04759395123	1.55461227894	1.71146857738	1.95335936546	1.8141797781	1.05961728096	1.46804201603	0.0	2.11339235306	
tmp_ref.mol2	1.78527724743	1.91572833061	2.32524585724	2.25324726105	2.03557753563	1.80696249008	1.74275147915	2.02499675751	2.16748905182	1.91329503059	2.37047576904	1.85620617867	2.10007452965	2.0257153511	1.80311083794	2.12248730659	2.23015570641	2.15154218674	2.11339235306	0.0	
